,title,vote_count,vote_average,genres,popularity,imdb_id
14078,It Might Get Loud,54.0,7.4,"['Documentary', 'Music']",4.857726,tt1229360
14085,Vacancy 2: The First Cut,56.0,4.8,"['Horror', 'Thriller']",3.307214,tt1204979
14088,Post Grad,102.0,5.0,['Comedy'],9.747452000000001,tt1142433
14094,My Life in Ruins,104.0,5.6,"['Comedy', 'Romance']",7.196689999999999,tt0865559
14095,Troll 2,101.0,3.6,['Horror'],7.932049,tt0105643
14104,Taking Woodstock,129.0,6.2,"['Music', 'Comedy', 'Drama']",10.993034,tt1127896
14108,Halloween II,273.0,5.1,['Horror'],7.490807000000001,tt1311067
14115,The Secret in Their Eyes,638.0,7.8,"['Crime', 'Drama', 'Mystery', 'Romance']",11.251632,tt1305806
14117,9,1291.0,6.6,"['Action', 'Adventure', 'Animation', 'Science Fiction', 'Thriller']",18.502876999999998,tt0472033
14120,Green Street Hooligans 2,82.0,5.0,"['Crime', 'Drama']",4.691962,tt1300853
14125,Frequently Asked Questions About Time Travel,189.0,7.1,"['Drama', 'Comedy', 'Science Fiction', 'Romance']",7.916957000000001,tt0910554
14126,The White Ribbon,263.0,7.2,"['Crime', 'Drama', 'Mystery']",11.059855,tt1149362
14131,Green Lantern: First Flight,102.0,6.3,"['Action', 'Animation', 'Science Fiction']",11.040602,tt1384590
14134,Pandorum,783.0,6.5,"['Action', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']",10.391425,tt1188729
14141,The Men Who Stare at Goats,755.0,5.9,"['Comedy', 'War']",6.253083999999999,tt1234548
14156,Jennifer's Body,858.0,5.3,"['Comedy', 'Horror']",13.483131,tt1131734
14157,The Informant!,305.0,6.0,"['Drama', 'Comedy', 'Crime']",11.698089,tt1130080
14160,The Broken,63.0,5.6,"['Thriller', 'Drama', 'Horror']",3.365903,tt0906734
14164,Extract,192.0,5.7,['Comedy'],11.23915,tt1225822
14165,The Final Destination,851.0,5.4,"['Horror', 'Mystery']",8.805723,tt1144884
14166,Gamer,778.0,5.6,"['Action', 'Thriller', 'Science Fiction']",9.730681,tt1034032
14167,Cloudy with a Chance of Meatballs,1799.0,6.5,"['Animation', 'Comedy', 'Family']",11.665693,tt0844471
14173,"Food, Inc.",223.0,7.3,['Documentary'],6.931952000000001,tt1286537
14177,Thirst,198.0,7.0,"['Drama', 'Horror', 'Thriller']",5.213648,tt0762073
14178,Battle for Terra,98.0,6.0,"['Action', 'Adventure', 'Animation', 'Science Fiction']",6.7371419999999995,tt0858486
14180,Love Happens,188.0,5.6,"['Drama', 'Romance']",10.279603,tt0899106
14181,Bright Star,111.0,6.8,"['Drama', 'Romance']",14.337354999999999,tt0810784
14182,Blood Creek,75.0,5.2,"['Horror', 'Thriller']",4.0654069999999995,tt0450336
14189,Hellraiser: Deader,69.0,4.4,"['Horror', 'Mystery', 'Thriller']",4.550477,tt0337636
14190,Hellraiser: Hellworld,63.0,4.1,"['Horror', 'Thriller']",5.168183,tt0354623
14192,Paranormal Activity,1351.0,5.9,"['Horror', 'Mystery']",12.706424,tt1179904
14204,World's Greatest Dad,181.0,6.5,"['Comedy', 'Romance']",5.431657,tt1262981
14206,Still Walking,65.0,7.5,"['Drama', 'Family']",6.98658,tt1087578
14211,Capitalism: A Love Story,168.0,7.0,['Documentary'],6.032166,tt1232207
14215,The Cove,241.0,7.9,['Documentary'],12.492389,tt1313104
14216,A Serious Man,492.0,6.6,"['Comedy', 'Drama']",7.971424000000001,tt1019452
14217,City Island,114.0,6.9,"['Drama', 'Comedy']",7.016044,tt1174730
14218,Ink,102.0,6.5,"['Action', 'Fantasy']",5.124589,tt1071804
14222,Metropia,53.0,6.3,"['Animation', 'Drama', 'Science Fiction', 'Thriller']",3.360982,tt0985058
14228,Trick 'r Treat,389.0,6.7,"['Horror', 'Thriller']",10.304654,tt0862856
14229,The Hills Run Red,67.0,5.1,['Horror'],5.87477,tt0907676
14230,Whip It,366.0,6.7,['Drama'],14.511442,tt1172233
14231,The Invention of Lying,523.0,6.0,"['Comedy', 'Romance', 'Fantasy']",7.087161,tt1058017
14234,Surrogates,1219.0,5.9,"['Action', 'Science Fiction', 'Thriller']",16.211937,tt0986263
14236,Zombieland,3655.0,7.2,"['Comedy', 'Horror']",11.063029,tt1156398
14237,Fame,139.0,5.5,"['Music', 'Comedy', 'Drama', 'Romance']",6.803354,tt1016075
14240,Assassination of a High School President,96.0,6.1,"['Comedy', 'Crime', 'Mystery', 'Thriller']",6.67905,tt1018818
14244,Sorority Row,179.0,5.3,"['Horror', 'Mystery', 'Thriller']",5.010852,tt1232783
14245,Whiteout,225.0,5.3,"['Action', 'Crime', 'Mystery', 'Thriller']",7.759722,tt0365929
14247,An Education,423.0,6.9,"['Drama', 'Romance']",8.593196,tt1174732
14251,Coco Before Chanel,254.0,6.7,"['Drama', 'History']",6.119818,tt1035736
14258,Couples Retreat,601.0,5.3,"['Comedy', 'Romance']",15.152576999999999,tt1078940
14259,All About Steve,302.0,4.7,['Comedy'],9.288013000000001,tt0881891
14263,Jab We Met,55.0,7.2,"['Drama', 'Comedy', 'Romance']",3.9594110000000002,tt1093370
14268,Deadgirl,100.0,5.5,"['Romance', 'Horror', 'Thriller']",10.698928,tt0896534
14278,I Sell The Dead,62.0,6.0,"['Comedy', 'Drama', 'Horror']",3.568522,tt0902290
14283,Where the Wild Things Are,580.0,6.4,"['Family', 'Fantasy']",12.36223,tt0386117
14297,Legionnaire,106.0,5.2,"['Adventure', 'Drama', 'Action', 'History', 'Thriller']",5.951361,tt0126388
14300,"New York, I Love You",174.0,5.7,"['Comedy', 'Drama', 'Romance']",13.825651,tt0808399
14301,Law Abiding Citizen,1522.0,7.2,"['Drama', 'Crime', 'Thriller']",16.639047,tt1197624
14305,The Misfortunates,54.0,7.3,"['Drama', 'Comedy']",3.961008,tt1075110
14307,Amelia,71.0,5.4,['Adventure'],5.308718,tt1129445
14308,The Stepfather,172.0,5.4,"['Horror', 'Thriller', 'Mystery']",6.164529,tt0814335
14310,Mary and Max,596.0,7.8,"['Animation', 'Comedy', 'Drama']",8.888392999999999,tt0978762
14311,Spread,272.0,5.2,['Comedy'],11.219086,tt1186370
14312,The Tournament,186.0,5.8,"['Horror', 'Action', 'Thriller']",8.904174000000001,tt0471041
14313,The Boys Are Back,60.0,6.4,['Drama'],4.098714,tt0926380
14334,Up in the Air,1246.0,6.7,"['Drama', 'Romance']",8.338562,tt1193138
14346,Mutant Pumpkins from Outer Space,78.0,6.0,"['TV Movie', 'Animation', 'Family', 'Comedy']",4.579609,tt1482967
14359,Saw VI,755.0,6.0,"['Horror', 'Mystery']",17.360894000000002,tt1233227
14360,This Is It,253.0,6.7,"['Music', 'Documentary']",7.0154559999999995,tt1477715
14361,Love Exposure,89.0,8.1,"['Action', 'Comedy', 'Drama', 'Romance']",5.619382,tt1128075
14367,Cirque du Freak: The Vampire's Assistant,354.0,5.5,"['Adventure', 'Fantasy', 'Action', 'Thriller']",10.829432,tt0450405
14368,The Boondock Saints II: All Saints Day,264.0,5.8,"['Action', 'Thriller', 'Crime']",8.051447999999999,tt1300851
14370,Black Dynamite,204.0,7.3,"['Action', 'Comedy']",10.92143,tt1190536
14374,Astro Boy,420.0,6.1,"['Animation', 'Action', 'Family', 'Science Fiction']",13.293466,tt0375568
14377,Gentlemen Broncos,51.0,6.2,"['Action', 'Comedy', 'Thriller']",3.67036,tt1161418
14378,Fantastic Mr. Fox,1206.0,7.5,"['Adventure', 'Animation', 'Comedy', 'Family']",8.695893,tt0432283
14379,Creation,71.0,6.6,"['Drama', 'History']",3.744449,tt0974014
14394,A Christmas Carol,1137.0,6.6,"['Animation', 'Drama']",12.869273,tt1067106
14399,Battlestar Galactica: The Plan,145.0,6.6,"['Science Fiction', 'Action', 'Adventure', 'Drama']",6.190967,tt1286130
14405,The Private Lives of Pippa Lee,50.0,6.0,"['Comedy', 'Drama', 'Romance']",3.5748290000000003,tt1134629
14411,Partly Cloudy,335.0,7.9,"['Animation', 'Family']",12.916642999999999,tt1425244
14416,2012,4994.0,5.6,"['Action', 'Adventure', 'Science Fiction']",16.698628,tt1190080
14417,The Box,610.0,5.4,"['Thriller', 'Science Fiction']",10.424946,tt0362478
14418,Broken Embraces,167.0,7.1,"['Drama', 'Romance', 'Thriller']",6.777378999999999,tt0913425
14421,The Fourth Kind,451.0,5.8,"['Mystery', 'Science Fiction', 'Thriller']",13.751992000000001,tt1220198
14422,Precious,426.0,6.9,['Drama'],8.293548,tt0929632
14424,The Bad Lieutenant: Port of Call - New Orleans,331.0,6.0,"['Drama', 'Crime']",8.405395,tt1095217
14425,The Twilight Saga: New Moon,2518.0,5.6,"['Adventure', 'Fantasy', 'Drama', 'Romance']",30.121291999999997,tt1259571
14427,The Messenger,120.0,7.0,"['Drama', 'History']",5.499937,tt0790712
14428,Keith,162.0,7.0,"['Drama', 'Family', 'Romance']",9.560911,tt0435679
14430,Ninja Assassin,384.0,6.2,"['Action', 'Crime', 'Thriller']",9.163897,tt1186367
14432,Wake of Death,51.0,5.3,"['Action', 'Adventure', 'Thriller']",9.866744,tt0367478
14439,Cell 211,288.0,7.3,"['Action', 'Thriller', 'Drama']",8.075698,tt1242422
14451,Merry Madagascar,57.0,6.3,"['Family', 'Animation']",4.763307,tt1526300
14452,Brothers,650.0,6.8,"['Drama', 'Thriller', 'War']",9.108917,tt0765010
14465,The Blind Side,1626.0,7.2,['Drama'],12.753109,tt0878804
14480,Mickey's Once Upon a Christmas,98.0,6.7,"['Animation', 'Family', 'Comedy']",6.577491,tt0238414
14481,Shrink,60.0,6.1,"['Comedy', 'Drama']",3.8157099999999997,tt1247692
14482,Old Dogs,215.0,5.2,"['Comedy', 'Family']",9.52295,tt0976238
14484,Planet 51,573.0,5.6,"['Science Fiction', 'Animation', 'Family', 'Comedy', 'Adventure']",10.44244,tt0762125
14485,Me and Orson Welles,50.0,6.6,"['Comedy', 'Drama', 'Romance']",3.600917,tt1175506
14486,Objectified,56.0,7.2,['Documentary'],2.400134,tt1241325
14487,Earthlings,86.0,7.6,['Documentary'],4.059533999999999,tt0358456
14489,A Single Man,475.0,7.3,"['Drama', 'Romance']",10.952544999999999,tt1315981
14493,The Lovely Bones,1101.0,6.6,"['Fantasy', 'Drama']",12.738789,tt0380510
14494,Invictus,1150.0,7.0,"['Drama', 'History']",9.109838,tt1057500
14496,The Princess and the Frog,1293.0,6.7,"['Romance', 'Family', 'Animation', 'Music']",16.616517,tt0780521
14497,Everybody's Fine,291.0,6.5,['Drama'],6.786855,tt0780511
14499,Armored,211.0,5.5,"['Action', 'Crime', 'Drama', 'Thriller']",9.951661999999999,tt0913354
14501,Invaders from Mars,59.0,5.5,"['Mystery', 'Science Fiction', 'Horror']",3.5808839999999997,tt0091276
14503,Doghouse,117.0,6.0,"['Comedy', 'Horror']",6.715813000000001,tt1023500
14533,Did You Hear About the Morgans?,281.0,5.1,['Comedy'],7.323405,tt1314228
14548,Veronika Decides to Die,75.0,5.8,"['Drama', 'Romance']",5.553972,tt1068678
14551,Avatar,12114.0,7.2,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",185.070892,tt0499549
14552,Nine,169.0,5.1,"['Drama', 'Music', 'Romance']",5.658857,tt0875034
14556,It's Complicated,370.0,6.2,"['Comedy', 'Romance']",9.083133,tt1230414
14557,Sherlock Holmes,5883.0,7.0,"['Action', 'Adventure', 'Crime', 'Mystery']",15.68604,tt0988045
14558,Crazy Heart,279.0,6.8,"['Drama', 'Music', 'Romance']",9.347930999999999,tt1263670
14560,The Last Station,55.0,6.7,"['Drama', 'Romance']",4.029732,tt0824758
14562,Alvin and the Chipmunks: The Squeakquel,688.0,5.3,"['Comedy', 'Family', 'Animation', 'Fantasy', 'Music']",9.909961000000001,tt1231580
14569,Beyond a Reasonable Doubt,79.0,5.5,"['Crime', 'Drama', 'Mystery']",5.1991,tt1183251
14571,Looking for Eric,74.0,6.4,"['Comedy', 'Drama']",3.840482,tt1242545
14572,American Pie Presents: The Book of Love,454.0,5.1,['Comedy'],7.432114,tt1407050
14576,Marriage Italian Style,59.0,7.8,"['Drama', 'Comedy', 'Romance']",4.479003,tt0058335
14595,Carriers,288.0,5.8,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']",8.153953999999999,tt0806203
14607,Pontypool,187.0,6.6,"['Horror', 'Mystery', 'Science Fiction']",6.407207,tt1226681
14619,Youth in Revolt,323.0,5.9,"['Drama', 'Comedy', 'Romance']",5.433934,tt0403702
14620,Daybreakers,646.0,6.0,"['Fantasy', 'Horror', 'Action', 'Thriller', 'Science Fiction']",10.038613,tt0433362
14625,Hachi: A Dog's Tale,1769.0,7.7,"['Drama', 'Family']",8.621359,tt1028532
14630,Leap Year,474.0,6.5,"['Romance', 'Comedy']",7.432311,tt1216492
14631,The Book of Eli,2207.0,6.6,"['Action', 'Thriller', 'Science Fiction']",14.39853,tt1037705
14632,The Girl Who Kicked the Hornet's Nest,451.0,7.0,"['Action', 'Thriller', 'Crime', 'Mystery']",8.405013,tt1343097
14637,A Prophet,398.0,7.5,"['Crime', 'Drama']",6.892314999999999,tt1235166
14650,The Maiden Heist,102.0,5.8,"['Comedy', 'Crime']",6.776165,tt1107860
14665,Blood: The Last Vampire,94.0,5.1,"['Action', 'Adventure', 'Horror', 'Science Fiction', 'Thriller']",7.5241169999999995,tt0806027
14671,Horsemen,124.0,5.5,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']",7.455953,tt0892767
14672,"Swades: We, the People",78.0,7.3,['Drama'],4.971198,tt0367110
14679,Project A II,56.0,6.6,"['Action', 'Comedy']",6.7196,tt0092501
14680,"My Son, My Son, What Have Ye Done",54.0,6.0,"['Crime', 'Drama', 'Thriller']",3.3494129999999998,tt1233219
14682,Soul Kitchen,117.0,7.0,"['Drama', 'Comedy']",4.79386,tt1244668
14690,Dragon Hunters,131.0,6.5,"['Animation', 'Family']",10.938912,tt0944834
14692,Rob-B-Hood,107.0,6.6,"['Drama', 'Action', 'Comedy']",12.183711,tt0485976
14694,The Concert,129.0,6.9,"['Drama', 'Comedy']",4.318909,tt1320082
14698,The Other Man,58.0,5.1,"['Drama', 'Thriller', 'Mystery', 'Romance']",4.6746620000000005,tt0974613
14700,Ninja,87.0,5.4,"['Action', 'Crime', 'Drama', 'Thriller']",9.203341,tt1182921
14710,Asterix at the Olympic Games,486.0,5.0,"['Fantasy', 'Adventure', 'Comedy', 'Family']",9.671944,tt0463872
14711,The Chaser,250.0,7.7,"['Crime', 'Drama', 'Thriller']",7.062322999999999,tt1190539
14718,Mega Shark vs Giant Octopus,54.0,3.7,"['Horror', 'Science Fiction']",4.566951,tt1350498
14722,"Rudolph, the Red-Nosed Reindeer",131.0,6.9,"['Animation', 'Family']",7.129761,tt0058536
14724,Nowhere Boy,250.0,7.2,['Drama'],5.08732,tt1266029
14727,The Thaw,73.0,5.1,"['Horror', 'Science Fiction', 'Thriller']",6.487576,tt1235448
14729,Blood and Bone,131.0,6.6,"['Drama', 'Action', 'Thriller']",12.673117999999999,tt0346631
14730,Undisputed II: Last Man Standing,148.0,6.8,"['Action', 'Crime', 'Thriller']",18.957084,tt0443676
14732,3 Idiots,850.0,7.8,"['Drama', 'Comedy', 'Romance']",7.6756210000000005,tt1187043
14740,Legion,643.0,5.2,['Horror'],13.795875,tt1038686
14754,Stan Helsing,99.0,4.1,"['Comedy', 'Horror']",5.280974,tt1185266
14768,Extraordinary Measures,93.0,6.0,['Drama'],6.523155,tt1244659
14771,The Red Baron,80.0,6.4,"['Action', 'Adventure', 'Drama', 'History', 'War']",4.918419,tt0365675
14777,When in Rome,389.0,5.7,"['Fantasy', 'Comedy', 'Romance']",10.118113000000001,tt1185416
14778,Edge of Darkness,496.0,6.2,"['Crime', 'Drama', 'Mystery', 'Thriller']",9.554067,tt1226273
14784,Triangle,623.0,6.9,['Horror'],10.217404,tt1187064
14792,I Love You Phillip Morris,514.0,6.4,"['Comedy', 'Drama', 'Romance']",5.773752,tt1045772
14802,Temple Grandin,93.0,7.7,['Drama'],4.762242,tt1278469
14803,The First Day of the Rest of Your Life,139.0,7.5,['Drama'],6.1737519999999995,tt0926759
14808,Serious Moonlight,52.0,5.2,"['Action', 'Comedy', 'Romance']",4.747197,tt1133993
14809,The House of the Devil,201.0,6.0,"['Mystery', 'Horror']",5.706196,tt1172994
14813,Fish Tank,256.0,6.9,['Drama'],6.070216,tt1232776
14814,Love Stories,59.0,6.9,"['Drama', 'Romance']",5.793932,tt0213890
14818,Body Bags,52.0,5.7,"['TV Movie', 'Horror']",2.954229,tt0106449
14822,Valentine's Day,1043.0,5.7,"['Comedy', 'Romance']",7.466721000000001,tt0817230
14823,The Wolfman,562.0,5.5,"['Drama', 'Horror', 'Thriller']",9.297209,tt0780653
14824,Babysitter Wanted,53.0,5.3,"['Horror', 'Thriller']",8.262336999999999,tt0819755
14825,Shutter Island,6559.0,7.8,"['Drama', 'Thriller', 'Mystery']",15.813629,tt1130884
14830,The Other End of the Line,51.0,6.1,"['Comedy', 'Romance']",3.438508,tt1049405
14831,Bitch Slap,92.0,4.5,"['Drama', 'Action', 'Comedy', 'Thriller', 'Crime']",7.489306,tt1212974
14833,Ondine,84.0,6.5,"['Drama', 'Romance']",4.757269,tt1235796
14838,Persuasion,52.0,7.1,"['Drama', 'Romance']",6.955841,tt0844330
14839,The Girl Who Played with Fire,561.0,6.9,"['Drama', 'Action', 'Thriller', 'Crime', 'Mystery']",14.38601,tt1216487
14841,Percy Jackson & the Olympians: The Lightning Thief,2079.0,6.0,"['Adventure', 'Fantasy', 'Family']",9.785895,tt0814255
14842,Cop Out,518.0,5.3,"['Action', 'Comedy', 'Crime']",14.313079,tt1385867
14845,The Ghost Writer,681.0,6.7,"['Thriller', 'Mystery']",6.764819999999999,tt1139328
14847,The Secret of Kells,184.0,7.3,"['Animation', 'Family', 'Fantasy']",5.544992,tt0485601
14850,The Spy Next Door,351.0,5.5,"['Action', 'Comedy', 'Family']",6.663422,tt1273678
14858,Agora,404.0,6.9,"['Adventure', 'Drama', 'History']",8.029671,tt1186830
14863,Shinjuku Incident,68.0,6.7,"['Drama', 'Action', 'Thriller', 'Crime']",4.382125,tt1075419
14865,District 13: Ultimatum,323.0,6.0,"['Action', 'Thriller', 'Crime']",9.133996,tt1247640
14872,The Crazies,649.0,6.2,"['Mystery', 'Horror', 'Action']",10.914556,tt0455407
14873,Dear John,1302.0,6.6,"['Drama', 'Romance', 'War']",8.371478999999999,tt0989757
14875,Tooth Fairy,500.0,5.2,"['Comedy', 'Family', 'Fantasy']",6.744680000000001,tt0808510
14879,Eden Log,60.0,4.8,"['Action', 'Adventure', 'Drama', 'Horror', 'Science Fiction', 'Thriller']",5.825183,tt1087842
14881,Isolation,57.0,5.6,"['Horror', 'Science Fiction', 'Thriller']",3.7277449999999996,tt0446719
14882,Fermat's Room,85.0,6.6,"['Mystery', 'Thriller']",3.9505449999999995,tt1016301
14884,[REC]²,496.0,6.5,"['Thriller', 'Horror']",8.853168,tt1245112
14885,Cabin Fever 2: Spring Fever,96.0,4.4,['Horror'],5.187,tt0961722
14886,The Room,191.0,4.3,"['Drama', 'Romance']",6.490979,tt0368226
14891,My Name Is Khan,237.0,7.7,"['Drama', 'Romance']",11.264586,tt1188996
14892,Alice in Wonderland,4773.0,6.4,"['Family', 'Fantasy', 'Adventure']",17.285093,tt1014759
14893,A Town Called Panic,52.0,7.4,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",2.259456,tt1433540
14894,Green Zone,730.0,6.4,"['War', 'Action', 'Adventure', 'Drama', 'Thriller']",11.174041,tt0947810
14899,From Paris with Love,684.0,6.2,"['Action', 'Crime', 'Thriller']",6.885592999999999,tt1179034
14902,Road Trip: Beer Pong,63.0,5.3,['Comedy'],4.004323,tt1319733
14904,Dorian Gray,588.0,5.8,"['Fantasy', 'Drama', 'Thriller']",11.069608,tt1235124
14907,Greenberg,163.0,6.0,"['Comedy', 'Drama', 'Romance']",8.509231,tt1234654
14909,Brooklyn's Finest,296.0,6.2,"['Crime', 'Drama', 'Thriller']",12.50422,tt1210042
14910,She's Out of My League,544.0,5.9,"['Comedy', 'Romance']",8.101247,tt0815236
14911,Harry Brown,351.0,6.7,"['Thriller', 'Crime', 'Drama', 'Action']",7.478206,tt1289406
14915,Remember Me,980.0,6.9,"['Drama', 'Romance']",8.307719,tt1403981
14922,Joy Ride 2: Dead Ahead,60.0,5.2,"['Crime', 'Thriller']",4.084162,tt1140941
14924,The Burrowers,58.0,5.4,"['Action', 'Horror', 'Western']",5.5942300000000005,tt0445939
14926,Frozen,586.0,5.9,['Thriller'],10.245682,tt1323045
14935,Survival of the Dead,118.0,4.7,"['Horror', 'Science Fiction']",9.159799000000001,tt1134854
14938,Nine Dead,85.0,5.1,"['Crime', 'Drama', 'Horror', 'Thriller']",9.711183,tt0959329
14943,The Bounty Hunter,878.0,5.6,['Action'],6.715263,tt1038919
14945,Leaves of Grass,143.0,5.9,"['Comedy', 'Crime', 'Drama', 'Thriller']",9.954095,tt1151359
14962,North Face,77.0,7.4,"['Adventure', 'Drama', 'Action', 'History', 'Thriller']",5.260798,tt0844457
14963,Repo Men,627.0,6.2,"['Action', 'Science Fiction', 'Thriller', 'Crime']",7.502967,tt1053424
14968,Case 39,580.0,6.1,"['Horror', 'Mystery', 'Thriller']",9.644085,tt0795351
14972,Oceans,112.0,7.3,"['Documentary', 'Family']",7.785003,tt0765128
14974,The Slammin' Salmon,54.0,6.3,['Comedy'],3.761656,tt1135525
14977,Hot Tub Time Machine,911.0,5.9,"['Science Fiction', 'Comedy', 'Adventure']",11.967652000000001,tt1231587
14978,Chloe,514.0,5.9,"['Drama', 'Thriller', 'Mystery']",10.445867,tt1352824
14983,Mother,192.0,7.6,"['Crime', 'Drama', 'Mystery', 'Thriller']",5.030112,tt1216496
14984,How to Train Your Dragon,4319.0,7.5,"['Fantasy', 'Adventure', 'Animation', 'Family']",14.416681,tt0892769
14985,Tom and Jerry: The Movie,96.0,5.6,"['Animation', 'Family']",10.978036,tt0105616
14986,About Elly,98.0,7.3,['Drama'],10.35646,tt1360860
14991,Universal Soldier: Regeneration,114.0,5.2,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",8.226,tt1288403
14997,I Hate Valentine's Day,88.0,5.0,"['Comedy', 'Romance']",4.241465,tt0762105
15001,Air Doll,53.0,6.6,['Drama'],4.173112000000001,tt1371630
15005,Micmacs,150.0,6.8,"['Action', 'Comedy', 'Crime']",5.278672,tt1149361
15006,Clash of the Titans,2280.0,5.6,"['Adventure', 'Fantasy', 'Action']",11.972347000000001,tt0800320
15012,Defendor,197.0,6.5,"['Drama', 'Action', 'Comedy', 'Crime']",5.600276999999999,tt1303828
15017,Kick-Ass,4747.0,7.1,"['Action', 'Crime']",17.26045,tt1250777
15026,Date Night,1148.0,5.9,['Comedy'],8.443736,tt1279935
15028,Kronk's New Groove,233.0,6.0,"['Animation', 'Comedy', 'Family']",7.680092,tt0401398
15031,After.Life,253.0,5.4,"['Drama', 'Horror', 'Mystery', 'Thriller']",9.063797000000001,tt0838247
15051,The Final,80.0,5.6,"['Drama', 'Horror', 'Thriller']",4.010976,tt1390535
15052,Peacock,65.0,5.9,"['Mystery', 'Thriller']",6.013545,tt1188113
15054,The Runaways,262.0,6.3,"['Drama', 'Music']",19.42051,tt1017451
15086,Death at a Funeral,248.0,5.5,['Comedy'],10.863441,tt1321509
15087,Valhalla Rising,323.0,5.9,"['Adventure', 'Drama', 'Action', 'Fantasy']",8.651468,tt0862467
15089,Diary of a Wimpy Kid,369.0,5.9,"['Comedy', 'Family']",12.139919,tt1196141
15099,I Am Love,75.0,6.9,"['Drama', 'Romance']",6.3091870000000005,tt1226236
15101,Ballet Shoes,103.0,6.3,"['TV Movie', 'Drama', 'Family']",5.828623,tt1083845
15110,Dogtooth,346.0,6.9,['Drama'],17.713581,tt1379182
15112,City of Life and Death,55.0,7.6,"['Drama', 'History', 'War']",7.2161029999999995,tt1124052
15126,The Losers,522.0,6.2,"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']",12.798366999999999,tt0480255
15129,The Last Song,959.0,7.0,"['Drama', 'Family', 'Romance']",5.541073,tt1294226
15131,Cyrus,135.0,6.1,"['Comedy', 'Drama', 'Romance']",10.420010000000001,tt1336617
15132,The Human Centipede (First Sequence),528.0,4.9,['Horror'],12.84585,tt1467304
15139,Exit Through the Gift Shop,314.0,7.6,['Documentary'],5.188466,tt1587707
15151,Solomon Kane,399.0,5.6,"['Adventure', 'Fantasy', 'Action', 'Science Fiction']",9.667535,tt0970452
15153,Iron Man 2,6969.0,6.6,"['Adventure', 'Action', 'Science Fiction']",19.083344,tt1228705
15154,Lebanon,57.0,6.1,"['Drama', 'War']",3.842922,tt1483831
15158,Marmaduke,150.0,5.0,"['Family', 'Comedy']",12.285544999999999,tt1392197
15159,MacGruber,184.0,5.1,"['Action', 'Adventure', 'Comedy']",11.107782,tt1470023
15160,Ca$h,73.0,6.0,"['Crime', 'Thriller', 'Comedy']",9.107828999999999,tt1106860
15161,Lucky Luke and the Daltons,81.0,3.8,"['Comedy', 'Western']",7.371875999999999,tt0368668
15184,Cargo,141.0,5.9,"['Thriller', 'Mystery', 'Science Fiction']",7.937996000000001,tt0381940
15185,A Nightmare on Elm Street,771.0,5.5,"['Horror', 'Mystery', 'Thriller']",10.40191,tt1179056
15186,Four Lions,428.0,7.1,"['Comedy', 'Crime', 'Drama']",11.934045,tt1341167
15189,Diary of a Nymphomaniac,70.0,5.5,"['Drama', 'Romance']",5.2862599999999995,tt1111890
15192,Furry Vengeance,150.0,4.6,['Comedy'],10.794556,tt0492389
15197,You Don't Know Jack,104.0,6.9,['Drama'],14.988063,tt1132623
15198,St Trinian's 2: The Legend of Fritton's Gold,73.0,5.4,"['Comedy', 'Adventure']",5.309602,tt1210106
15199,The Disappearance of Alice Creed,169.0,6.4,"['Crime', 'Drama', 'Thriller']",7.271526,tt1379177
15200,12 Angry Men,59.0,7.5,"['Crime', 'Drama']",3.6792629999999997,tt0118528
15202,Robin Hood,1434.0,6.2,"['Action', 'Adventure']",10.56812,tt0955308
15228,A Dirty Carnival,51.0,6.7,"['Crime', 'Drama', 'Thriller']",5.604096,tt0821442
15230,Donkey Skin,66.0,7.6,"['Music', 'Fantasy', 'Drama', 'Comedy', 'Romance']",4.6681040000000005,tt0066207
15238,Dread,71.0,5.6,"['Horror', 'Drama', 'Thriller']",5.967679,tt1331307
15239,Cemetery Junction,77.0,6.6,"['Drama', 'Comedy']",8.740728,tt1196204
15241,Blue Valentine,911.0,6.9,"['Drama', 'Romance']",11.107914,tt1120985
15242,Killers,792.0,5.7,"['Action', 'Comedy', 'Thriller', 'Romance']",6.540621,tt1103153
15254,Delusions of Grandeur,98.0,7.5,"['Comedy', 'History']",5.507194,tt0067108
15257,Buried,853.0,6.6,"['Drama', 'Thriller', 'Mystery']",7.389436999999999,tt1462758
15265,Prince of Persia: The Sands of Time,2372.0,6.2,"['Adventure', 'Fantasy', 'Action', 'Romance']",18.459954999999997,tt0473075
15267,Please Give,57.0,6.0,"['Comedy', 'Drama']",5.630136,tt0878835
15274,Baarìa,124.0,7.1,"['Drama', 'Comedy']",7.109369,tt1081935
15281,Sex and the City 2,434.0,5.5,"['Comedy', 'Drama', 'Romance']",7.255991000000001,tt1261945
15289,Get Him to the Greek,626.0,5.9,['Comedy'],7.33335,tt1226229
15291,Unthinkable,430.0,6.7,"['Drama', 'Thriller']",6.983803,tt0914863
15298,Friendship!,57.0,6.6,['Comedy'],2.631214,tt1247657
15299,The Back-Up Plan,468.0,5.7,"['Comedy', 'Romance']",6.629999000000001,tt1212436
